trade_date,day_pnl_net_idr,cum_pnl_net_idr,day_pnl_net_midr,cum_pnl_net_midr
2025-12-24,581561.5615615615,9469346.247906944,0.5815615615615616,9.469346247906945
2025-12-29,312623.54188759276,9781969.789794536,0.3126235418875928,9.781969789794536
2025-12-30,192221.1398428444,9974190.92963738,0.1922211398428444,9.97419092963738
2026-01-02,131652.16236977343,10105843.092007153,0.13165216236977342,10.105843092007152
2026-01-05,625150.3106294859,10730993.402636638,0.6251503106294859,10.730993402636638
2026-01-06,-89942.15558445924,10641051.247052178,-0.08994215558445924,10.641051247052177
2026-01-07,168704.65200723917,10809755.899059417,0.16870465200723916,10.809755899059416
2026-01-08,27340.610624905552,10837096.509684322,0.027340610624905552,10.837096509684322
2026-01-09,118725.29301374045,10955821.802698063,0.11872529301374045,10.955821802698063
2026-01-12,635205.1691131043,11591026.971811168,0.6352051691131043,11.591026971811168
2026-01-13,575777.9530193324,12166804.9248305,0.5757779530193323,12.1668049248305
2026-01-14,435527.6186772203,12602332.543507721,0.4355276186772203,12.602332543507721
2026-01-15,-534884.0268405656,12067448.516667156,-0.5348840268405656,12.067448516667156
2026-01-19,-100766.513553711,11966682.003113445,-0.10076651355371101,11.966682003113444
2026-01-20,106015.95312376943,12072697.956237214,0.10601595312376944,12.072697956237214
2026-01-21,-462071.8462823727,11610626.109954841,-0.4620718462823727,11.610626109954842
2026-01-22,223974.631234575,11834600.741189416,0.223974631234575,11.834600741189416
2026-01-23,108351.27217964968,11942952.013369067,0.10835127217964968,11.942952013369066
2026-01-26,-237804.33898797445,11705147.674381092,-0.23780433898797446,11.705147674381092
2026-01-27,-631142.6084602419,11074005.06592085,-0.631142608460242,11.07400506592085
2026-01-28,39938.57737269666,11113943.643293547,0.03993857737269666,11.113943643293547
2026-01-29,281022.4685378374,11394966.111831384,0.2810224685378374,11.394966111831383
2026-01-30,-134647.43205752526,11260318.679773858,-0.13464743205752527,11.260318679773858
2026-02-03,437273.14990841266,11697591.82968227,0.43727314990841265,11.69759182968227
2026-02-04,899959.1618057672,12597550.991488038,0.8999591618057672,12.597550991488038
2026-02-05,-220095.2095128373,12377455.7819752,-0.2200952095128373,12.3774557819752
2026-02-06,-228530.30010924724,12148925.481865954,-0.22853030010924724,12.148925481865954
2026-02-09,145864.04510087124,12294789.526966825,0.14586404510087125,12.294789526966825
2026-02-10,776624.9912171416,13071414.518183967,0.7766249912171416,13.071414518183968
2026-02-11,-20240.85165233491,13051173.666531632,-0.02024085165233491,13.051173666531632
2026-02-12,228717.2476646161,13279890.914196247,0.2287172476646161,13.279890914196248
2026-02-13,-140496.86635424316,13139394.047842003,-0.14049686635424316,13.139394047842003
2026-02-18,-206947.0638753772,12932446.983966626,-0.2069470638753772,12.932446983966626
2026-02-19,-13165.49903753147,12919281.484929094,-0.01316549903753147,12.919281484929094
2026-02-20,778091.2073774425,13697372.692306537,0.7780912073774425,13.697372692306537
2026-02-23,-1075578.1404205908,12621794.551885946,-1.0755781404205909,12.621794551885946
2026-02-24,-211470.03914876352,12410324.512737183,-0.21147003914876353,12.410324512737184
2026-02-25,-306561.06885006,12103763.443887122,-0.30656106885006,12.103763443887122
2026-02-26,-1458660.7699853126,10645102.67390181,-1.4586607699853127,10.645102673901809
2026-02-27,-163467.11059077887,10481635.563311031,-0.16346711059077887,10.48163556331103
2026-03-02,-1538815.5498835112,8942820.01342752,-1.5388155498835112,8.94282001342752
2026-03-03,-422042.81868709804,8520777.194740422,-0.42204281868709803,8.520777194740422
2026-03-04,451535.4141681426,8972312.608908564,0.4515354141681426,8.972312608908563
2026-03-05,-567870.9916179029,8404441.61729066,-0.5678709916179029,8.404441617290662
2026-03-06,-121632.65306122445,8282808.964229437,-0.12163265306122445,8.282808964229437
2026-03-09,-145607.9615716043,8137201.002657833,-0.1456079615716043,8.137201002657832
2026-03-10,92038.83495145629,8229239.837609289,0.09203883495145629,8.229239837609288
2026-03-11,-251910.45115776302,7977329.386451527,-0.251910451157763,7.977329386451527
2026-03-12,-244061.05172616622,7733268.33472536,-0.2440610517261662,7.73326833472536
2026-03-13,-297662.1439239188,7435606.190801442,-0.29766214392391876,7.435606190801441
2026-03-16,282940.09405029647,7718546.284851738,0.28294009405029646,7.7185462848517385
2026-03-17,-172960.34826045603,7545585.9365912825,-0.17296034826045603,7.545585936591283
2026-03-25,271559.8296694833,7817145.7662607655,0.2715598296694833,7.817145766260765
2026-03-26,2246199.427645662,10063345.193906426,2.246199427645662,10.063345193906427
2026-03-27,-42999.446245884494,10020345.747660542,-0.0429994462458845,10.020345747660542
2026-03-30,-146237.1861179928,9874108.561542548,-0.1462371861179928,9.874108561542549
2026-03-31,357027.69384109473,10231136.255383642,0.35702769384109473,10.231136255383642
2026-04-01,-21967.946894262685,10209168.30848938,-0.021967946894262683,10.20916830848938
2026-04-02,864886.0200713098,11074054.32856069,0.8648860200713098,11.07405432856069
2026-04-06,930216.001805842,12004270.330366531,0.9302160018058421,12.00427033036653
2026-04-07,221701.35375313967,12225971.684119672,0.22170135375313968,12.225971684119672
2026-04-08,266312.51312023116,12492284.197239902,0.2663125131202312,12.492284197239902
2026-04-09,414694.9538535299,12906979.15109343,0.4146949538535299,12.90697915109343
2026-04-10,554597.749409091,13461576.900502522,0.554597749409091,13.461576900502521
2026-04-13,46875.23370310358,13508452.134205624,0.04687523370310358,13.508452134205625
2026-04-14,-233430.29313771258,13275021.841067912,-0.23343029313771257,13.275021841067913
2026-04-15,81814.4499178982,13356836.29098581,0.0818144499178982,13.35683629098581
2026-04-16,-500919.38701718766,12855916.903968621,-0.5009193870171876,12.855916903968621
2026-04-17,162010.52678664617,13017927.430755267,0.16201052678664615,13.017927430755266
2026-04-20,372235.5064899654,13390162.937245233,0.37223550648996545,13.390162937245233
2026-04-21,68753.46812976662,13458916.405375,0.06875346812976663,13.458916405375
