trade_date,day_pnl_net_idr,cum_pnl_net_idr,cum_pnl_net_midr,day_pnl_net_midr
2026-01-29,227929.474043714,7822115.846312695,7.822115846312695,0.227929474043714
2026-01-30,-102665.595467134,7719450.250845561,7.7194502508455605,-0.102665595467134
2026-02-03,372112.712300565,8091562.963146126,8.091562963146126,0.372112712300565
2026-02-04,338955.05743280804,8430518.020578934,8.430518020578933,0.338955057432808
2026-02-05,-43580.586080586,8386937.434498348,8.386937434498348,-0.043580586080586
2026-02-06,167166.63453505503,8554104.069033403,8.554104069033404,0.16716663453505504
2026-02-09,24029.25965615199,8578133.328689555,8.578133328689555,0.02402925965615199
2026-02-10,536068.1486567659,9114201.47734632,9.11420147734632,0.5360681486567659
2026-02-11,-35586.48687835199,9078614.990467967,9.078614990467967,-0.035586486878351996
2026-02-12,12467.532467532,9091082.5229355,9.091082522935501,0.012467532467532001
2026-02-13,-93894.754672238,8997187.768263262,8.997187768263261,-0.09389475467223801
2026-02-18,-195742.574257426,8801445.194005836,8.801445194005836,-0.195742574257426
2026-02-19,-21274.280203884995,8780170.913801951,8.780170913801951,-0.021274280203884995
2026-02-20,149810.581398153,8929981.495200105,8.929981495200105,0.149810581398153
2026-02-23,-875555.5555555549,8054425.93964455,8.05442593964455,-0.875555555555555
2026-02-24,-124096.862625647,7930329.077018903,7.930329077018903,-0.124096862625647
2026-02-25,-107100.260665013,7823228.816353889,7.823228816353889,-0.107100260665013
2026-02-26,-990475.887314976,6832752.929038913,6.832752929038913,-0.9904758873149759
2026-02-27,770086.673889491,7602839.602928404,7.6028396029284036,0.770086673889491
2026-03-02,-835901.735804647,6766937.867123757,6.766937867123756,-0.835901735804647
2026-03-03,-147204.112173856,6619733.7549499,6.6197337549499,-0.147204112173856
2026-03-04,213896.898661964,6833630.653611864,6.833630653611864,0.21389689866196399
2026-03-05,-276180.223285486,6557450.430326378,6.557450430326378,-0.27618022328548597
2026-03-06,-20000.0,6537450.430326378,6.537450430326378,-0.02
2026-03-09,-2780.886784331,6534669.543542047,6.534669543542047,-0.002780886784331
2026-03-10,77087.378640776,6611756.922182823,6.611756922182822,0.077087378640776
2026-03-11,-232742.50440917,6379014.417773653,6.379014417773653,-0.23274250440917002
2026-03-12,-20000.0,6359014.417773653,6.359014417773653,-0.02
2026-03-13,-87264.57399103101,6271749.843782621,6.271749843782621,-0.087264573991031
2026-03-16,185223.880597014,6456973.724379635,6.456973724379635,0.185223880597014
2026-03-17,-117765.363128491,6339208.361251145,6.339208361251145,-0.117765363128491
2026-03-25,34621.848739494,6373830.209990638,6.373830209990638,0.034621848739494004
2026-03-26,997297.162767545,7371127.372758184,7.371127372758184,0.997297162767545
2026-03-27,-98090.869375273,7273036.503382911,7.273036503382911,-0.098090869375273
2026-03-30,-115674.81884058,7157361.684542331,7.157361684542331,-0.11567481884058001
2026-03-31,294255.43190249,7451617.116444821,7.451617116444821,0.29425543190249
2026-04-01,-417700.331910857,7033916.784533964,7.033916784533964,-0.417700331910857
2026-04-02,257904.640116916,7291821.42465088,7.2918214246508795,0.257904640116916
2026-04-06,624383.3943833939,7916204.819034274,7.916204819034274,0.624383394383394
2026-04-07,89052.53283302,8005257.351867294,8.005257351867295,0.08905253283302
2026-04-08,149650.01335826798,8154907.365225562,8.154907365225561,0.149650013358268
2026-04-09,285285.868392664,8440193.233618226,8.440193233618226,0.285285868392664
2026-04-10,157890.378119211,8598083.611737438,8.598083611737438,0.157890378119211
2026-04-13,43878.848311104,8641962.460048541,8.641962460048541,0.043878848311103995
2026-04-14,-162228.293867638,8479734.166180903,8.479734166180902,-0.162228293867638
2026-04-15,102023.809523809,8581757.975704713,8.581757975704713,0.102023809523809
2026-04-16,-312169.40316556,8269588.572539153,8.269588572539153,-0.31216940316555997
2026-04-17,141465.40027137,8411053.972810522,8.411053972810521,0.14146540027137
2026-04-20,-50762.219437165,8360291.753373357,8.360291753373357,-0.050762219437164996
2026-04-21,-17890.527551544,8342401.225821813,8.342401225821813,-0.017890527551544
